,tweet,label
109,smile want cry talk want quiet pretend happy,1
1552,everyone tire,1
2384,ca stop cry,1
1411,tire ca sleep,1
4049,,0
1026,feel empty inside,1
2047,day consolation day new one ahead,1
6511,never afraid make mistake mistake evaluate make master,0
7579,spoiler alert new episode mandalorian reveal baby yoda real name bobby yoda,0
182,bad type cry silent one one really hold breath grab stomach keep quiet,1
4194,awesome list way earn extra income great anyone affect lockdown great stuff ajt,0
5550,art listen hear someone say hear feel bob chapman,0
4330,,0
8021,give dog bone ll eat day teach dog bone federal offense freak,0
6065,tire,0
8128,would watch youtube channel people take nap,0
327,ever want cry tear come stare blankly space feel heart break million piece,1
896,girl best friend bad enemy real sweetheart real bitch depend treat,1
8078,teamcocohouse exactly like ocean instead rob multiple casino make people laugh multiple comedy club really nothing like ocean,0
4496,dad face see first sexy superhero cosplay sdcc,0
637,do try want life let know,1
7008,see everyone family truth spiritual being spiritual journey,0
6949,know forgive eliminate excess mental emotional weight keep stick repetitive situation,0
4989,order improve mental health workplace company leader must start exercise empathy toward employee,0
1781,little kitty halloween,1
5397,good leadership hard measure daily basis many default easy measure instead,0
6610,best push emotionally wound person beyond willing go honor boundary,0
6142,wan na see make really cool among u cake watch finger gun,0
5927,happy birthday favorite man,0
2558,do everyone everything wan na leave alone forever,1
1160,finally let go fake smile tear slowly roll face whisper want,1
5932,internet consistently make feel miserable happy,0
1609,one,1
1133,dear hate weak deserve pain imperfect never good enough hope die,1
2385,,1
5822,new favorite customer service nyscvarick charge upgrade membership charge downgrade screwcustomers,0
1668,come need,1
2833,like half thing per day,1
7552,rate john wayne gacy pardon january rd,0
3831,balajis right,0
5825,three step communicate vision way everyone clearly understand,0
5178,ready part join week book club live start pm et see,0
3008,best everyone shuts,1
3082,feel sentimental shit never happen,1
2381,cute really think ok,1
8161,marianne williamson meditation app,0
4526,even mile away still manage make laugh feel special love accidental doublebouquet roses nerd sent,0
2747,probably cry,1
2974,still confuse gon na chill till someone tell turn also understand nft,1
6892,live best life new updated awakening app get daily powerful coach iyanla soothe voice awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening,0
4720,make new friend drive,0
202,funny think fine one little thing remind past come back slaps face,1
5794,mind convinced heart must,0
3059,consistent always paranoid,1
1648,honestly close break,1
7797,first think see recent footage ufos airspace guy could come back good time,0
3500,invest startup year math shake deploy company avg check median valuation invest let think loud,0
5892,great test may come path travel success great test success find,0
3721,wtf woonomic account suspend,0
6700,always something rush conserve resource,0
5407,seven simple speak tip help anyone improve public speaking,0
3990,monies go bye bye today,0
4620,nclex today wish luck,0
6758,holy spirit within around know everything need know let know need know,0
3683,take venture capital startup like decide play game really easy first level nearly impossible last,0
3697,splinter cost wood,0
906,oh invisible cool always want superpower,1
2443,wish easy give,1
2783,say everything,1
392,life judge people care ignore say never leave hurt one love,1
1943,forgot med today,1
5768,keyboard best friend today girlfriend child food water all,0
1814,text call nothing honestly think care anymore,1
707,behind every girl favorite song untold story,1
6211,need boyfriend small penis ca feel leg today,0
4069,sad happen kaep right earlier get punished,0
2541,gon na sleep away,1
516,always get nervous people stop reply like say something wrong scare away offend way,1
8247,heard netflix give fullseries order neighbor ring doorbell camera,0
7525,come anthonyanderson incredible michael jordan story stay surprise deoncole cameo listen,0
7591,right trump fume go giuliani first choice sweet james,0
2125,sometimes feel like single friend even care,1
4484,get corsair commander pro today pc look like sailor moon transformation sequence,0
6198,sometimes hang justaminx kaceytron miserable wan na sneak peek like maybe giggle bit pretty pwease watch maybe even subscribe,0
4839,hot date,0
1970,grandpa best friend die today hope grandpa greet heaven fuck sad,1
3773,gme check btc checkmate,0
6877,tonight tackle common issue powerful professional woman seem find sustain love relationship fixmylife,0
5489,authority act mind leader act others mind authority take leader give authority die leader live,0
6273,step bro wrestle call foreplay tehehe xd,0
4117,bust thesamparr,0
338,much mind end say nothing,1
7515,today remember friend larry king look back many many time make u laugh ll miss larry,0
5656,leader take credit thing go right willing accept responsibility thing go wrong,0
5415,proud friend fellow inspirer djmead spread inspire david inspire,0
8013,list every united state president order wingspan say man think bird president,0
606,shortcut place worth go,1
276,always overuse word tire ca find good word describe feel literally thing feel,1
7114,look mate rest assure someone somewhere stand right look,0
4044,wine sell much small bottle,0
3104,philly online tomorrow night,1
8033,today improbable impossible burger taste like impossible burger beef,0
7111,situation give best get return crap case keep shin,0
4783,find girl take two ice cream date row liquidpyro,0
4430,owo,0
5423,understand people understand business,0
1723,stressed look like shit,1
2055,flashback keep get bad,1
5311,always plan fact plan ever go accord plan togetherisbetter,0
7927,see mister rogers movie forget stay postcredits scene get lifechanging visit nick fury,0
3414,yeppp,1
7995,disturb cover sound silence first clip crack million view youtube channel always know heavy metal band cover simon amp garfunkel song would legacy,0
848,let someone change become need,1
3718,engineer pay kyr also engineer,0
6595,today free peacefilled love others,0
3694,like andrew completely obsess past day brings good point,0
2852,people make feel lonely,1
268,bad feeling find mean much someone think look stupid caring much,1
5620,leader prioritize wellbeing directly responsible company success ahead outsider simply profit,0
6092,,0
361,physically mentally emotionally tired,1
779,nice life do try,1
4955,change world take everything one person know know together let work together,0
1594,ll see really care time need,1
5238,overcome challenge require courage ask help togetherisbetter,0
7873,spend million less tom steyer get amount delegate,0
2068,,1
4445,look look,0
2678,much stuff piece shit,1
